race_number,saddle_number,win_fair_price,win_starting_price,winner
23,6,3.2255,3.2917,0
23,4,4.2452,3.9764,0
23,7,4.9593,4.9083,1
23,1,8.1604,8.0208,0
23,3,8.0317,8.0734,0
23,5,261.0942,255.8415,0
23,2,530.2479,527.8103,0
24,3,3.7216,3.5945,0
24,4,4.8033,4.6243,0
24,5,7.9129,7.9735,0
24,6,9.8228,10.5987,0
24,1,12.8546,12.8217,0
24,2,14.5161,14.4214,0
24,7,15.0828,15.4965,0
24,8,16.9338,17.597,1
24,9,43.6781,44.0105,0
25,1,2.9658,2.9841,0
25,7,7.5175,7.4699,0
25,6,8.0172,7.8044,0
25,3,8.5965,8.4597,0
25,8,9.2802,9.402,0
25,5,11.8808,11.4667,0
25,2,11.1656,11.6287,0
25,4,137.8943,138.4929,1
26,1,6.6427,6.2784,0
26,9,7.9038,8.0883,0
26,10,8.88,8.7241,0
26,2,8.6978,8.87,0
26,3,11.2699,11.1889,0
26,14,13.3706,13.031,0
26,6,14.5204,13.4454,0
26,4,23.2229,22.4074,0
26,5,22.6504,22.4235,0
26,7,23.779,23.2471,0
26,11,28.7696,28.0842,0
26,12,30.1105,30.1295,1
26,8,29.2557,30.4455,0
26,13,40.7121,39.9167,0
26,15,143.1859,150.5222,0
27,1,1.5626,1.6353,1
27,2,4.802,5.0914,0
27,3,6.588,6.5054,0
28,5,2.9429,2.9339,0
28,10,5.3539,5.8667,0
28,8,7.5695,7.7008,0
28,7,7.902,8.095,0
28,3,12.6478,12.5914,0
28,6,17.0817,16.9449,1
28,2,16.2699,16.9999,0
28,9,109.4283,111.0227,0
28,1,326.2804,336.7076,0
28,11,441.9864,440.1106,0
28,4,813.8968,782.0537,0
29,2,3.3756,3.2379,0
29,1,3.2931,3.3526,0
29,5,4.8032,4.779,0
29,3,9.4518,9.4596,1
29,6,16.72,16.9333,0
29,7,45.2511,45.6805,0
29,4,238.4677,227.9689,0
30,1,2.7834,2.6765,1
30,2,7.0084,6.9435,0
30,10,9.5559,9.3705,0
30,4,11.3219,11.2288,0
30,3,14.8756,15.3813,0
30,9,18.0243,18.5921,0
30,11,21.0239,21.1496,0
30,5,24.2561,24.242,0
30,12,30.7407,30.9289,0
30,7,46.8056,46.1087,0
30,6,60.171,60.1921,0
30,8,73.6127,75.1509,0
30,13,105.5706,104.5162,0
31,2,4.0142,4.1274,1
31,11,4.3833,4.4413,0
31,6,7.8922,8.033,0
31,8,8.9968,9.7477,0
31,4,12.9482,13.125,0
31,9,16.7617,16.8432,0
31,3,22.9514,22.1672,0
31,5,25.0482,24.4489,0
31,1,38.8681,37.6504,0
31,7,39.0322,39.6463,0
31,10,75.9959,75.4523,0
32,3,3.4252,3.3207,1
32,7,3.6463,3.7374,0
32,5,10.0451,9.9329,0
32,4,10.7688,10.3758,0
32,2,11.8026,11.7908,0
32,8,11.9456,11.9986,0
32,1,20.5949,21.8335,0
32,6,40.995,41.2778,0
33,9,3.6191,3.6649,0
33,3,6.8386,7.0162,0
33,13,7.5675,7.4107,0
33,15,11.5439,11.0298,0
33,12,10.8603,11.1287,0
33,8,12.9056,12.6584,0
33,10,27.6332,26.5,0
33,4,28.8182,29.5682,0
33,1,31.8468,32.8622,0
33,7,39.8445,40.1369,0
33,6,44.964,46.7071,0
33,14,70.0648,68.4842,0
33,5,98.9656,100.3972,0
33,11,115.206,119.1133,0
33,2,155.2885,150.5473,1
34,1,2.2954,2.3553,0
34,4,5.9754,5.805,0
34,3,6.1679,6.1846,0
34,5,9.254,9.3869,0
34,2,9.544,9.4377,1
34,6,45.3839,46.3113,0
35,10,3.3733,3.3824,0
35,3,6.1708,5.9023,0
35,9,9.7198,9.371,0
35,5,10.3656,10.1814,0
35,8,10.7375,10.2897,0
35,1,11.3075,11.4397,0
35,6,13.065,13.0585,1
35,7,17.905,18.5556,0
35,2,48.4858,51.9923,0
35,11,193.4847,193.7762,0
35,4,417.3203,424.5905,0
36,4,4.8498,4.9642,0
36,9,5.435,5.2505,0
36,2,6.1185,6.2135,0
36,10,6.83,6.9087,0
36,3,11.2642,11.0793,0
36,7,12.4861,12.642,1
36,5,18.8951,18.5633,0
36,6,20.3526,19.549,0
36,1,50.896,48.909,0
36,8,106.4936,104.1879,0
37,3,3.7758,3.9832,1
37,5,5.4678,5.5442,0
37,4,7.8563,7.5125,0
37,8,8.5422,9.0425,0
37,9,9.056,9.3873,0
37,1,9.7624,9.6925,0
37,7,16.3562,15.8993,0
37,2,53.0062,53.0025,0
37,6,66.4415,66.9417,0
38,6,2.2482,2.1678,1
38,5,3.3702,3.272,0
38,3,5.4862,5.866,0
38,1,18.3517,19.0454,0
38,4,49.7187,48.6541,0
38,2,622.4986,631.729,0
39,5,2.8465,2.8494,1
39,7,4.4661,4.4621,1
39,2,7.322,7.3177,0
39,3,8.1914,8.1239,0
39,6,9.7455,10.14,0
39,1,16.8733,16.8306,0
39,4,235.6273,235.6365,0
40,4,4.3634,4.3796,0
40,8,4.6209,4.453,1
40,1,5.0559,5.1945,0
40,3,7.5529,7.9954,0
40,7,14.5219,15.5625,0
40,2,15.8982,16.1136,0
40,9,32.7859,32.3197,0
40,6,35.6921,36.0205,0
40,10,46.004,47.6015,0
40,5,81.9008,80.8179,0
41,4,3.1112,3.0475,0
41,6,3.9332,3.9713,0
41,5,5.5147,5.3921,1
41,1,6.3729,6.3159,0
41,2,22.4109,22.372,0
41,3,24.7915,25.4901,0
41,7,884.3016,939.9468,0
42,7,2.047,1.9944,1
42,4,5.076,4.9295,0
42,6,5.6895,5.7336,0
42,1,17.7628,17.8831,0
42,3,18.8214,19.6399,0
42,2,57.3009,58.1718,0
42,5,84.462,86.2019,0
43,6,4.2032,4.2256,0
43,7,5.0899,5.1202,0
43,2,5.6332,6.0239,0
43,1,8.4068,8.3486,1
43,5,8.4746,8.5061,0
43,4,12.982,12.9656,0
43,3,13.4924,13.6691,0
44,12,4.3635,4.6953,0
44,14,6.0842,6.0162,0
44,10,8.2715,8.3181,0
44,3,10.0594,9.9229,0
44,13,10.5167,10.6964,0
44,5,13.3136,13.4444,0
44,4,19.4422,18.7273,0
44,2,18.7113,19.4092,0
44,11,33.4713,33.6552,0
44,8,36.4087,37.2515,0
44,1,38.2138,38.6402,0
44,7,63.7396,62.9712,1
44,9,107.2215,110.801,0
44,6,391.0723,388.267,0
45,5,1.553,1.4677,0
45,3,3.8422,4.0078,1
45,6,16.3391,15.6119,0
45,1,34.6775,37.4621,0
45,2,194.815,188.7293,0
45,4,1562.4122,1000,0
46,4,6.5262,6.554,0
46,6,6.9242,6.5603,0
46,8,6.9958,6.7771,0
46,3,7.364,7.1952,0
46,1,7.2321,7.2968,1
46,9,11.8966,12.044,0
46,7,13.0277,12.6032,0
46,5,14.4614,14.8289,0
46,2,18.0597,17.8236,0
47,12,5.5155,5.5665,0
47,6,5.8172,5.6637,0
47,8,9.944,10.0052,0
47,9,10.5896,10.2541,1
47,5,10.7363,10.7196,0
47,11,12.4874,12.1129,0
47,1,13.2108,12.5235,0
47,7,16.9164,17.4819,0
47,3,25.4381,25.0841,0
47,4,25.9146,25.6369,0
47,10,29.808,29.1565,0
47,2,30.9469,29.4765,0
48,8,2.3541,2.3306,1
48,4,5.5541,6.1399,0
48,2,6.9059,6.6881,0
48,6,7.3526,7.0897,0
48,3,18.895,18.3311,0
48,7,22.2698,22.0356,0
48,5,69.7712,72.8248,0
48,1,457.1132,464.2709,0
49,1,3.9647,3.9101,1
49,7,4.3447,4.1343,0
49,4,5.73,5.7026,0
49,6,6.2519,6.2199,0
49,2,9.779,9.8757,0
49,3,18.7932,19.5647,0
49,5,36.1505,35.7083,0
50,5,4.2758,4.2997,0
50,6,4.6131,4.6173,0
50,7,5.2507,5.0698,0
50,4,7.1596,7.3517,1
50,1,11.172,11.7868,0
50,2,15.2057,14.9295,0
50,3,25.0389,25.2594,0
50,8,41.6429,41.9416,0
51,6,2.2992,2.1883,0
51,1,3.4739,3.3617,1
51,5,9.616,9.8762,0
51,2,11.1166,11.0538,0
51,3,19.2895,19.2269,0
51,4,31.8347,30.9016,0
52,1,4.9325,4.8512,0
52,9,6.0302,5.8907,0
52,5,7.687,8.1158,0
52,8,8.5507,8.3904,1
52,7,9.0279,9.1328,0
52,3,11.3255,11.522,0
52,4,16.4122,16.6867,0
52,2,23.3819,22.7552,0
52,12,30.73,30.8811,0
52,10,33.6644,33.0363,0
52,6,99.9127,100.3485,0
52,11,106.6636,104.3944,0
53,5,3.099,3.0891,1
53,9,4.8672,5.0581,0
53,6,7.297,7.4089,0
53,2,7.739,8.107,0
53,1,14.0789,14.2002,0
53,3,20.7364,20.0874,0
53,4,27.4034,26.9988,0
53,8,34.2969,35.7171,0
53,7,48.3178,51.445,0
54,1,1.7845,1.8111,0
54,3,3.4345,3.3189,1
54,2,6.7353,6.8482,0
55,2,2.9612,3.0022,0
55,4,3.0021,3.0286,0
55,1,7.8803,7.7652,1
55,6,11.7134,11.6593,0
55,5,13.787,14.3224,0
55,3,22.5245,21.9358,0
56,7,4.6684,4.8524,1
56,12,4.7026,4.9169,0
56,5,6.7516,6.7462,0
56,3,7,7.0735,0
56,11,14.9838,14.7719,0
56,9,14.7355,14.9249,0
56,10,19.2859,18.8614,0
56,4,19.7165,19.178,0
56,2,41.6352,41.1721,0
56,8,87.7324,86.166,0
56,1,199.4271,196.989,0
56,6,218.556,214.7248,0
57,5,2.2714,2.277,0
57,7,2.957,2.9109,1
57,4,6.8814,6.9464,0
57,1,43.6891,43.6012,0
57,3,50.0191,49.6067,0
57,6,59.7482,58.9274,0
57,2,60.1489,61.2274,0
58,1,1.0543,1.0387,1
58,3,19.5427,19.9256,0
58,2,2856.7193,1000,0
59,5,3.4398,3.4352,0
59,4,4.5333,4.6813,0
59,8,4.9932,4.9229,1
59,3,8.5644,8.4191,0
59,7,14.4398,14.0546,0
59,1,19.5136,19.4702,0
59,9,49.8385,54.4172,0
59,6,53.054,55.0925,0
59,2,81.6717,80.5674,0
60,2,5.9621,5.7967,0
60,4,6.2344,6.0559,0
60,1,7.0362,7.2088,0
60,14,9.9522,9.9629,1
60,12,10.7219,11.4908,0
60,9,11.8374,11.7502,0
60,5,13.6988,14.3701,0
60,13,15.1646,14.707,0
60,10,22.087,22.0292,0
60,8,52.7614,51.5523,0
60,11,61.2512,62.596,0
60,7,68.3454,64.9321,0
60,6,66.1013,66.7004,0
60,3,440.9602,431.681,0
61,11,4.6391,4.4756,0
61,3,7.0114,7.2017,0
61,8,8.1581,8.497,0
61,6,9.8422,9.4325,0
61,5,10.6176,10.2431,0
61,2,10.4793,10.5454,0
61,10,11.5996,11.366,0
61,9,12.9359,13.2234,0
61,1,29.5456,29.5562,0
61,4,55.0367,53.8737,0
61,7,80.0138,78.1928,1
62,1,3.7133,3.6929,1
62,2,4.138,4.045,0
62,3,4.4936,4.5801,0
62,6,7.0215,6.8015,0
62,7,13.1798,13.088,0
62,4,33.1811,33.9389,0
62,5,55.3638,53.0737,0
63,1,2.112,2.0996,0
63,5,6.3222,6.2929,0
63,4,9.7267,10.4135,0
63,6,12.1479,11.7568,1
63,2,11.824,11.7882,0
63,7,20.1754,19.7338,0
63,3,20.3782,20.1624,0
64,6,2.6732,2.7562,0
64,4,2.9424,2.923,1
64,3,5.0079,4.951,0
64,2,18.5569,19.6134,0
64,7,51.9897,52.6725,0
64,1,99.0349,95.445,0
64,5,316.1419,319.2932,0
65,3,2.231,2.1369,1
65,4,3.4295,3.3082,0
65,5,5.4583,5.3358,0
65,2,19.6585,19.5081,0
65,1,38.3044,39.3882,0
66,8,4.1539,4.0618,1
66,7,7.9089,7.8141,0
66,4,8.2732,7.8703,0
66,10,8.6724,9.1198,0
66,1,15.1236,15.855,0
66,5,16.3395,16.1323,0
66,6,16.4551,16.4632,0
66,13,20.5343,20.607,0
66,12,21.6248,21.1056,0
66,2,26.1519,27.3252,0
66,14,28.3809,28.4323,0
66,11,35.137,34.0327,0
66,3,169.4856,169.9714,0
66,9,173.2738,173.7198,0
67,4,3.7885,3.766,0
67,12,6.9495,7.0785,0
67,1,12.1278,12.4922,1
67,7,13.9082,13.9861,0
67,2,14.702,14.8215,0
67,6,14.6674,15.1213,0
67,10,15.5876,15.4431,0
67,11,15.7598,15.5117,0
67,8,16.0946,16.0266,0
67,9,17.2751,17.128,0
67,5,21.1552,22.2991,0
67,3,149.2079,148.8654,0
68,1,5.0549,4.9809,0
68,9,5.224,5.2625,0
68,6,6.2166,6.3183,0
68,7,7.828,8.0663,0
68,10,9.9371,9.9754,0
68,11,15.9655,16.6872,0
68,4,19.5516,19.6176,0
68,13,25.4187,25.8363,1
68,5,52.1083,49.0546,0
68,14,52.429,51.8042,0
68,8,55.7407,55.2739,0
68,12,96.6108,90.9939,0
68,3,568.1317,608.0392,0
68,2,14299.5455,1000,0
69,3,2.4506,2.4119,0
69,1,7.0536,7.1454,0
69,4,8.084,8.8978,0
69,7,9.2056,9.8419,0
69,2,10.3584,11.1513,0
69,6,14.0731,13.3158,1
69,5,22.7997,22.6008,0
69,8,156.9636,156.7957,0
70,2,2.3965,2.3226,1
70,1,3.8443,3.8236,0
70,3,5.4425,5.4987,0
70,4,7.2011,7.2221,0
71,14,6.6602,6.3875,0
71,1,8.0338,8.4084,0
71,13,8.4328,8.5785,0
71,3,9.7274,9.7156,0
71,11,10.8559,11.3026,0
71,12,12.5257,12.9895,0
71,4,13.1251,13.3922,0
71,7,13.4893,13.8152,0
71,2,21.4158,21.5665,0
71,10,23.2834,22.2191,0
71,9,24.4534,23.9185,1
71,8,30.1846,30.4898,0
71,5,66.7736,67.5982,0
71,6,325.1672,325.2359,0
72,2,2.2342,2.2163,0
72,1,4.2926,4.4255,1
72,4,5.5432,5.6779,0
72,3,7.1916,7.0203,0
73,3,2.3167,2.277,1
73,1,3.1236,3.2064,0
73,2,5.4159,5.4388,0
73,4,19.9137,19.5837,0
73,5,74.8562,79.5692,0
74,6,2.1125,2.0465,0
74,2,6.2838,6.2908,0
74,3,6.5544,6.6923,0
74,4,7.4554,7.3897,0
74,1,17.9698,18.6078,1
74,5,47.3956,47.6371,0
74,7,246.9203,236.5071,0
75,8,4.4748,4.2577,0
75,4,5.5565,5.4813,0
75,1,7.0694,6.8421,1
75,7,7.6548,7.4792,0
75,3,8.4445,8.2331,0
75,2,8.3048,8.8164,0
75,6,25.0059,24.533,0
75,10,27.4878,28.8252,0
75,5,124.1293,122.0974,0
75,9,830.1259,827.222,0
76,7,5.0151,5.1342,0
76,5,5.3589,5.381,0
76,1,5.8696,5.4134,0
76,6,6.0839,6.2074,0
76,8,6.1189,6.2309,1
76,4,9.4277,9.351,0
76,3,108.0952,109.1741,0
76,2,1954.3136,1000,0
77,11,4.9135,4.7066,0
77,13,5.8938,5.6369,0
77,2,6.1887,6.2911,0
77,1,6.6478,6.5263,0
77,6,13.9796,14.2077,0
77,8,15.7941,15.8709,0
77,7,16.5235,16.4422,0
77,3,18.2842,18.6313,0
77,10,38.6315,38.5353,0
77,9,92.8548,95.3805,0
77,5,96.5568,98.5145,0
77,4,97.0195,101.8437,1
77,12,134.8022,131.4018,0
78,3,2.0519,1.9819,1
78,6,6.4801,6.6701,0
78,8,7.082,7.0064,0
78,2,8.1312,8.0827,1
78,5,23.6677,23.2649,0
78,7,25.9388,25.348,0
78,4,82.3092,85.3704,0
78,1,847.171,835.0982,0
79,9,6.9334,7.3066,0
79,5,7.5516,7.6175,0
79,1,8.7298,8.8214,0
79,4,8.7465,8.8535,0
79,6,10.1802,10.3418,0
79,2,10.6351,10.5425,0
79,12,15.1078,15.135,0
79,11,15.1989,15.4982,1
79,13,18.2168,18.2756,0
79,10,19.3412,18.9154,0
79,7,31.0786,30.6182,0
79,8,56.0002,56.9589,0
79,3,73.5731,73.3719,0
80,3,4.8153,5.0362,0
80,2,5.1417,5.1568,0
80,6,5.3168,5.3332,1
80,1,5.5243,5.7723,0
80,4,9.8415,9.5278,0
80,7,10.9972,10.7625,0
80,5,50.5064,50.1967,0
80,8,60.9884,59.6991,0
81,3,4.1301,4.2961,0
81,8,5.0546,5.0936,0
81,4,6.2349,6.2107,0
81,5,9.2975,8.9582,1
81,6,9.6197,9.0171,0
81,2,12.9802,12.6056,0
81,7,17.05,17.1112,0
81,1,22.8651,21.9231,0
81,9,114.7863,111.4756,0
82,4,1.4924,1.5892,1
82,1,5.5735,5.664,0
82,3,11.9801,10.9618,0
82,2,14.9165,16.0116,0
83,6,1.2617,1.2741,1
83,2,11.5663,10.9873,0
83,5,20.3559,21.46,0
83,1,23.9809,22.3144,0
83,3,33.2852,33.4056,0
83,4,8634.8849,1000,0
84,3,3.8005,3.7948,0
84,5,5.4866,5.3756,0
84,7,6.0866,5.9948,0
84,8,8.3061,8.3688,0
84,6,8.9275,8.746,0
84,2,12.6423,12.9981,1
84,11,30.8425,31.9363,0
84,4,64.9136,65.7626,0
84,1,75.7431,77.1187,0
84,9,105.7883,104.7983,0
84,10,120.1159,118.6582,0
85,1,2.6676,2.5031,1
85,2,5.0533,4.9463,0
85,7,5.1836,5.1084,0
85,6,10.8883,11.2549,0
85,5,16.9498,16.8633,0
85,8,27.0718,26.3919,0
85,4,42.9682,44.5853,0
85,3,61.4834,60.4014,0
85,9,142.7467,138.4124,0
86,8,5.2508,5.4007,0
86,4,5.7465,5.8004,0
86,10,5.9359,5.9465,0
86,12,7.912,7.8814,0
86,9,8.6879,8.4883,1
86,3,10.1685,10.6419,0
86,2,21.425,21.6651,0
86,11,37.9695,36.9641,0
86,6,46.6925,48.8952,0
86,1,52.8711,51.6721,0
86,5,72.2292,70.7591,0
86,7,21406.5481,1000,0
87,4,5.33,5.354,1
87,14,5.5067,5.4359,0
87,6,7.608,7.7932,0
87,8,8.7384,8.6863,0
87,12,12.9021,12.8748,0
87,3,15.9818,16.5054,0
87,11,18.4992,17.8824,0
87,1,20.9736,21.5211,0
87,13,26.8382,26.6508,0
87,5,34.7941,34.6614,0
87,10,35.7027,35.5322,0
87,7,35.5419,35.8397,0
87,9,50.6402,51.2127,0
87,2,832.5728,825.0558,0
88,4,4.3805,4.4533,0
88,2,5.1371,5.1719,0
88,10,6.2491,6.045,0
88,8,6.8281,6.7831,0
88,5,9.6918,9.783,0
88,6,18.4159,18.1645,1
88,9,19.7301,19.358,0
88,7,23.0046,23.1598,0
88,3,75.9892,73.3839,0
88,1,172.9623,183.1711,0
89,7,3.274,3.4516,0
89,1,4.4846,4.4896,1
89,6,6.6865,6.6924,0
89,8,6.819,7.0646,0
89,3,12.0504,12.6939,0
89,2,24.6658,25.1102,0
89,5,30.0171,31.0823,0
89,4,53.9613,51.5124,0
90,3,4.8921,4.8264,1
90,1,5.1262,5.1787,0
90,4,7.4229,7.5856,0
90,8,8.5819,8.9781,0
90,6,10.2002,10.1655,0
90,9,14.564,14.3433,0
90,2,16.1998,16.5455,0
90,5,17.9182,17.4309,0
90,7,26.2793,26.8674,0
90,10,37.0613,38.9084,0
91,8,2.495,2.5869,1
91,4,5.5277,5.599,0
91,6,5.4751,5.6047,0
91,1,14.6201,14.8937,0
91,2,16.0445,15.5322,0
91,3,18.5591,18.775,0
91,5,26.2137,25.6949,0
91,7,140.5167,149.6522,0
91,9,173.0239,169.7742,0
92,6,3.7141,3.7007,0
92,4,4.7369,4.6248,0
92,8,5.5117,5.548,0
92,2,9.261,9.239,0
92,9,13.9994,14.2633,0
92,1,24.9556,25.2315,0
92,10,24.9958,25.4346,1
92,3,36.9182,36.7482,0
92,5,36.5928,37.1819,0
92,7,41.139,42.9669,0
93,7,2.3097,2.3281,0
93,3,5.6515,5.5909,0
93,1,6.9712,6.8978,0
93,6,10.5866,10.8111,0
93,2,14.1099,13.6525,1
93,4,16.5112,16.5865,0
93,5,48.2009,47.8127,0
94,1,2.0147,1.8755,0
94,4,5.3146,5.2396,1
94,2,7.1675,7.1888,0
94,3,10.7962,10.8391,0
94,5,11.9999,11.9489,0
95,3,3.8357,3.5363,0
95,4,3.9008,4.0621,1
95,1,4.7305,4.8492,0
95,5,10.2232,10.6229,0
95,7,13.2441,13.2973,0
95,6,17.3496,17.582,0
95,2,24.6449,25.4114,0
96,5,5.4626,5.3305,0
96,12,6.2852,6.0838,0
96,11,9.3967,9.6845,0
96,2,9.942,9.8593,0
96,1,12.1976,11.7382,0
96,9,12.1365,11.9092,1
96,14,12.5495,12.5871,0
96,4,16.9265,17.3489,0
96,7,19.2983,19.6493,0
96,8,23.9996,24.1362,0
96,10,33.4093,32.6828,0
96,3,46.0245,45.1022,0
96,13,477.6578,475.1289,0
96,6,2234.2752,1000,0
97,2,2.1132,2.0562,1
97,6,7.5655,7.4232,0
97,5,7.1959,7.4258,0
97,1,8.5667,8.6863,0
97,4,15.9671,15.933,0
97,3,20.7507,20.5821,0
97,7,35.6082,36.4413,0
98,7,3.6047,3.6682,0
98,4,4.6352,4.5547,0
98,5,5.4006,5.7357,0
98,6,5.7721,5.8942,1
98,1,15.351,15.1599,0
98,3,19.3551,20.0631,0
98,2,31.6241,31.2612,0
99,5,2.0722,2.123,1
99,6,4.0923,4.1107,0
99,7,9.7234,9.7169,0
